iter	RMSE
639	138.9483199
640	138.8027684
641	138.5969973
642	138.5104553
643	138.3680111
644	138.290037
645	138.1095831
646	137.9989557
647	137.8959005
648	137.7965058
649	137.6212537
650	137.4558857
651	137.2592195
652	137.0966572
653	136.9341281
654	136.7039214
655	136.4983549
656	136.3226047
657	136.1548948
658	136.0827978
659	135.9194976
660	135.8376271
661	135.6176336
662	135.460879
663	135.3185193
664	135.1609997
665	135.0534627
666	134.9789753
667	134.8361602
668	134.6740035
669	134.5809314
670	134.4458759
671	134.3430125
672	134.2731657
673	134.1214425
674	134.0527604
675	133.877365
676	133.7539912
677	133.4433634
678	133.2833331
679	133.2130849
680	133.1047073
681	132.9422072
682	132.872575
683	132.6346762
684	132.4487116
685	132.2985144
686	132.1948362
687	132.1118332
688	131.9741463
689	131.7107618
690	131.5184239
691	131.4241343
692	131.272267
693	131.2001686
694	131.1303184
695	131.0133197
696	130.8666231
697	130.7063295
698	130.5695401
699	130.4075021
700	130.1959529
701	130.0691037
702	129.8788998
703	129.7245465
704	129.6122016
705	129.4636162
706	129.2120917
707	129.0906362
708	128.9505395
709	128.8072235
710	128.6653154
711	128.5583393
712	128.4166276
713	128.3304685
714	128.2067977
715	128.0446564
716	127.8163894
717	127.7207915
718	127.6414416
719	127.4800419
720	127.3975569
721	127.217632
722	127.1045199
723	126.970122
724	126.8185391
725	126.6738993
726	126.6010883
727	126.4257333
728	126.3281798
729	126.1902396
730	126.0260792
731	125.9433979
732	125.7633137
733	125.6368046
734	125.4682741
735	125.2929692
736	125.2116016
737	125.0558899
738	124.8322812
739	124.7534125
740	124.6034795
741	124.4898315
742	124.3274978
743	124.2209312
744	124.1621955
745	124.0537793
746	123.8980561
747	123.7959932
748	123.6642746
749	123.4552131
750	123.3231104
751	123.171396
752	122.9541734
753	122.9108862
754	122.7648916
755	122.5623851
756	122.4258782
757	122.2349883
758	122.0734684
759	121.9865789
760	121.8937522
761	121.8072809
762	121.6815882
763	121.5929492
764	121.4920952
765	121.3284234
766	121.1875164
767	121.0957015
768	120.9465994
769	120.8741874
770	120.7587822
771	120.6278129
772	120.5114151
773	120.4318969
774	120.3653629
775	120.2263262
776	120.133209
777	120.0652837
778	119.9570441
779	119.826503
780	119.6981232
781	119.6004662
782	119.487072
783	119.3368836
784	119.2747455
785	119.1303941
786	118.9559293
787	118.8638641
788	118.737528
789	118.596526
790	118.4146846
791	118.370518
792	118.2729384
793	118.2110941
794	118.0897167
795	118.0186174
796	117.8875817
797	117.7838851
798	117.661821
799	117.5964458
800	117.5185323
801	117.4174328
802	117.3150355
803	117.2053354
804	117.0772332
805	116.938772
806	116.8712847
807	116.8261579
808	116.6902404
809	116.5951371
810	116.4861623
811	116.3795444
812	116.2914251
813	116.1888469
814	115.9920304
815	115.9222563
816	115.871916
817	115.7768017
818	115.7266028
819	115.662905
820	115.4736433
821	115.335154
822	115.2096936
823	115.0815565
824	114.9424713
825	114.7949871
826	114.6408278
827	114.5536541
828	114.4652146
829	114.3841077
830	114.245564
831	114.1439608
832	113.9845015
833	113.8887409
834	113.8191605
835	113.6651351
836	113.6222525
837	113.5365573
838	113.414406
839	113.2678496
840	113.1836776
841	113.1393411
842	113.0153369
843	112.9248219
844	112.8507043
845	112.737736
846	112.6070394
847	112.5231382
848	112.32296
849	112.2361808
850	112.1233835
851	112.0631712
852	111.9449846
853	111.8127114
854	111.7343978
855	111.6954129
856	111.619479
857	111.494858
858	111.4318545
859	111.3325241
860	111.2243583
861	111.1337181
862	111.0974
863	110.9694744
864	110.8580837
865	110.767943
866	110.727105
867	110.6079236
868	110.4939938
869	110.3907578
870	110.2725842
871	110.1617071
872	110.0698333
873	109.9817584
874	109.8687147
875	109.7616736
876	109.6823316
877	109.6102932
878	109.558072
879	109.4534686
880	109.3668731
881	109.3134349
882	109.2053709
883	109.1229162
884	109.0569381
885	108.9901822
886	108.9193907
887	108.8861616
888	108.7957022
889	108.6877488
890	108.5847472
891	108.522728
892	108.4313458
893	108.3199518
894	108.1959171
895	108.1072638
896	108.066854
897	107.9809897
898	107.8272896
899	107.6818473
900	107.6184131
901	107.5208242
902	107.4105602
903	107.322162
904	107.2646907
905	107.1788868
906	107.0946973
907	107.0131255
908	106.9283876
909	106.8447509
910	106.7543135
911	106.6643651
912	106.583773
913	106.3753863
914	106.3309997
915	106.2031184
916	106.0324198
917	105.9358728
918	105.8476429
919	105.8115547
920	105.7133454
921	105.6174058
922	105.4701518
923	105.4070285
924	105.3356374
925	105.2510077
926	105.1193158
927	105.014121
928	104.8894154
929	104.8536289
930	104.7837898
931	104.6644772
932	104.5470884
933	104.3732543
934	104.2183585
935	104.1258373
936	104.0192659
937	103.9133493
938	103.8111548
939	103.7696101
940	103.6768909
941	103.6076122
942	103.519043
943	103.4408799
944	103.3770769
945	103.2707172
946	103.2372106
947	103.1877674
948	103.1318512
949	103.0341332
950	102.9279219
951	102.8201891
952	102.7387259
953	102.6211375
954	102.5413632
955	102.4457008
956	102.3873685
957	102.2570098
958	102.1820272
959	102.0644919
960	102.0061534
961	101.941466
962	101.8924057
963	101.7527946
964	101.6728001
965	101.5547301
966	101.4266261
967	101.3550933
968	101.2657552
969	101.1880595
970	101.1495715
971	101.0309044
972	100.9495161
973	100.8775992
974	100.8254357
975	100.7224034
976	100.6367638
977	100.5338256
978	100.4193764
979	100.3856974
980	100.2759726
981	100.1959463
982	100.0603629
983	99.95574235
984	99.89966548
985	99.82196549
986	99.763093
987	99.64798446
988	99.55530065
989	99.46713969
990	99.41401387
991	99.34028069
992	99.2818699
993	99.1938036
994	99.14084301
995	99.05077266
996	98.97004199
997	98.88563619
998	98.79095614
999	98.73647312
